번호,상세 위치,설치 위치,도로명주소,위도,경도,전화번호,latitude,longitude
215,모노레일 탑승장,화암동굴,화암면 화암동굴길 12-8,37.350859,128.790422,033-560-3431,37.35027024,128.7897926
216,관리사무실,동강전망자연휴양림,신동읍 동강로916-212,37.260769,128.607796,033-560-3463,37.25962337,128.6078997
217,관리사무실,정선하늘터,사북읍 소금강로3500-34,37.230267,128.839303,033-560-3460,37.23029856,128.8393056
218,로비,정선군농민문화체육센터,임계면 서동로 4581,37.494676,128.852779,033-560-3480,37.49468269,128.8527927
219,매표소,벅스랜드,여량면 노추산로 745,37.516859,128.728366,033-560-3478,37.51704594,128.7304307
220,관리사무실,생태체험학습장,정선읍 동강로2908,37.360373,128.623577,033-560-3470,37.36028834,128.6234785
221,관리동 사무실,하늘공원,여량면 서동로 3867-26,37.503638,128.794324,033-560-3436,37.50372334,128.7943486
222,관리사무실,고한생활체육공원,고한읍 고토일길38,37.219125,128.841995,033-560-3461,37.21986468,128.8383736
223,1층 카운터,민둥산문화체육센터,남면 무릉1로36,37.250952,128.777052,033-560-3444,37.2510965,128.7777202
224,2층 복도,민둥산문화체육센터,남면 무릉1로36,37.250952,128.777052,033-560-3444,37.2510965,128.7777202
225,고수치안센터,고수치안센터,전라북도 고창군 고수면 고인돌대로 1406 고수치안센터,,,,35.4094028,126.6781406
226,현관,고수면보건지소,"전라북도 고창군 고수면 고인돌대로 1408-5, 고수면보건지소",,,,35.40939969,126.678597
227,면사무소 민원실,고수면사무소,전라북도 고창군 고수면 고인돌대로 1412 고수면사무소,,,,35.40993137,126.6786281
228,현관,고수면내창보건진료소,"전라북도 고창군 고수면 내창수곡길 95-2, 내창보건진료소",,,,35.38674442,126.6721306
229,원광참살이 현관,고창원광참살이,전라북도 고창군 고수면 봉산2길 40 원광참살이,,,,35.41929343,126.6809012
230,고수경로당,고수경로당,"전라북도 고창군 고수면 부곡길 131, 고수경로당",,,,35.40672825,126.674349
231,생물권보전지역 관리센터,생물권보전지역관리센터,전라북도 고창군 고창읍 고인돌공원길 10,,,,35.43579941,126.6547615
232,고인돌박물관,고인돌박물관,전라북도 고창군 고창읍 고인돌공원길 74 고인돌박물관,,,,35.44170812,126.6524914
233,죽림선사체험마을,죽림선사체험마을,전라북도 고창군 고창읍 고인돌공원길 74 죽림선사체험마을,,,,35.44170812,126.6524914
234,1층 로비,한국농어촌공사고창지사,"전라북도 고창군 고창읍 고인돌대로 1636-8, 한국농촌공사",,,,35.42616178,126.6929507
235,구급차,고창노인요양병원,"전라북도 고창군 고창읍 고인돌대로 1765, 고창노인요양병원",,,,35.43721742,126.6910505
236,5병동 간호사실,고창노인요양병원,"전라북도 고창군 고창읍 고인돌대로 1765, 고창노인요양병원",,,,35.43721742,126.6910505
237,1층 로비,고창노인요양병원,"전라북도 고창군 고창읍 고인돌대로 1765, 고창노인요양병원",,,,35.43721742,126.6910505
238,모양지구대,모양지구대,전라북도 고창군 고창읍 남구1길 14 모양지구대,,,,35.42743889,126.6953842
239,기로사 경로당,기로사경로당,"전라북도 고창군 고창읍 동리로 151, 기노사",,,,35.4326282,126.7088253
240,읍사무소 민원실,고창읍사무소,전라북도 고창군 고창읍 모양성로 26 고창읍사무소,,,,35.43445508,126.7030531
241,현관,고창읍백양보건진료소,"전라북도 고창군 고창읍 백양길 20, 백양보건진료소",,,,35.42267197,126.6943351
242,고창경찰서,고창경찰서,전라북도 고창군 고창읍 보릿골로 175 고창경찰서,,,,35.441434,126.6951855
243,고창성산현대아파트 101동 경비실,성산현대아파트,전라북도 고창군 고창읍 보릿골로 195 현댜아파트 101동 경비실,,,,,
244,본 건물 내부 편의점 앞,고인돌(서울)휴게소,"전라북도 고창군 고창읍 서해안고속도로 80, 고창고인돌휴게소",,,,35.46195818,126.6734233
245,구급차,석정웰파크병원,"전라북도 고창군 고창읍 석정2로 147, 석정웰파크병원",,,,35.4313949,126.7375943
246,3층 경비실,고창읍휴먼시아,전라북도 고창군 고창읍 성산로 19 (고창읍내휴먼시아),,,,35.43879282,126.6931724
247,휴먼시아 관리사무실,고창읍휴먼시아,전라북도 고창군 고창읍 성산로 19 (고창읍내휴먼시아),,,,35.43879282,126.6931724
248,실내수영장,실내수영장,전라북도 고창군 고창읍 운동장길 36,,,,35.43232359,126.7234866
249,공설운동장,공설운동장,전라북도 고창군 고창읍 운동장길 36,,,,35.43232359,126.7234866
250,군립체육관,고창군립체육관,전라북도 고창군 고창읍 운동장길 36 고창군립체육관,,,,35.43232359,126.7234866
251,제일아파트 경비실,온천마을제일아파트,전라북도 고창군 고창읍 월곡로 83 (온천마을제일아파트),,,,35.43891566,126.7111446
252,구급차 내,고창소방서,전라북도 고창군 고창읍 읍내리 1055,,,,35.43281742,126.6879103
253,구급차,고창소방서,전라북도 고창군 고창읍 읍내리 1055,,,,35.43281742,126.6879103
254,구급차,고창소방서,전라북도 고창군 고창읍 읍내리 1055,,,,35.43281742,126.6879103
255,구급차내,고창소방서,전라북도 고창군 고창읍 읍내리 1055,,,,35.43281742,126.6879103
256,구급차,고창소방서,전라북도 고창군 고창읍 읍내리 1055,,,,35.43281742,126.6879103
257,구급차,고창소방서,전라북도 고창군 고창읍 읍내리 1055,,,,35.43281742,126.6879103
258,2병동,고창노인요양병원,전라북도 고창군 고창읍 읍내리 995,,,,35.43715778,126.6911349
259,현관,고창읍덕정보건진료소,"전라북도 고창군 고창읍 전봉준로 204-2, 덕정보건진료소",,,,35.44727545,126.6731196
260,고창군장애인복지관(지역사회재활시설),고창군장애인복지관,"전라북도 고창군 고창읍 전봉준로 88-9, 고창군장애인복지관",,,,35.44429124,126.6823841
261,보건소 1층 중앙현관,고창군보건소,"전라북도 고창군 고창읍 전봉준로 90, 고창군보건소",,,,35.44373997,126.6832317
262,치매안심센터,고창군보건소,"전라북도 고창군 고창읍 전봉준로 90, 고창군보건소",,,,35.44373997,126.6832317
263,구급차,고창군보건소,"전라북도 고창군 고창읍 전봉준로 90, 고창군보건소",,,,35.44373997,126.6832317
264,건강증진실,고창군보건소,"전라북도 고창군 고창읍 전봉준로 90, 고창군보건소",,,,35.44373997,126.6832317
265,중앙현관,고창군청,전라북도 고창군 고창읍 중앙로 245 고창군청,,,,35.43579056,126.7020655
266,구급차(73저 5652) 내부,의료법인석천재단고창병원,전라북도 고창군 고창읍 화신1길 9,,,,35.43626805,126.6930973
267,보건진료소내 현관,공음면송산보건진료소,"전라북도 고창군 공음면 건동길 71-20, 송산보건진료소",,,,35.37325047,126.565728
268,노노제경로당,노노제경로당,"전라북도 고창군 공음면 공음길 25, 노인정",,,,35.37726439,126.5107047
269,공음면사무소 사무소,공음면사무소,전라북도 고창군 공음면 공음길 35 공음면사무소,,,,35.37789162,126.5114183
270,공음파출소,공음파출소,전라북도 고창군 공음면 공음길 39-1 공음파출소,,,,35.37791446,126.5122508
271,공음농협,선운산농협공음지점,전라북도 고창군 공음면 공음길 55 공음농협,,,,35.37882542,126.5132792
272,보건지소 내,공음보건지소,"전라북도 고창군 공음면 공음길 89, 공음면보건지소",,,,35.38103616,126.5157001
273,보건진료소내 현관,공음면평촌보건진료소,"전라북도 고창군 공음면 덕암로 257, 평촌보건진료소",,,,35.35073891,126.5288187
274,공음실내체육관,공음실내체육관,"전라북도 고창군 공음면 왕제산로 73, 공음실내체육관",,,,35.37787564,126.5143176
275,공음 작은목욕탕,공음면기쁨목욕탕,전라북도 고창군 공음면 용덕로 632,,,,35.37889861,126.5100906
276,대산파출소,대산파출소,전라북도 고창군 대산면 고산성로 4 대산파출소,,,,35.33920097,126.6007903
277,남성재경로당,남성재경로당,"전라북도 고창군 대산면 공음대산로 936-10, 대산면경로당",,,,35.33960147,126.5977298
278,현관,대산면보건지소,"전라북도 고창군 대산면 공음대산로 936-9, 보건지소",,,,35.3392801,126.5975801
279,대산면 작은목욕탕,대산면 작은행복목욕탕,"전라북도 고창군 대산면 대산시장길 19-2, 대산면작은목욕탕",,,,35.34054588,126.6003649
280,대산면사무소,대산면사무소,전라북도 고창군 대산면 대성로 273 대산면사무소,,,,35.34106112,126.6034441
281,대산면 농어민 체육센터,대산면농어민체육센터,"전라북도 고창군 대산면 사거1길 49-10, 농어민문화체육센타",,,,35.33958505,126.5929062
282,보건진료소내 현관,대산면성동보건진료소,"전라북도 고창군 대산면 성동길 9-4, 성동보건진료소",,,,35.38281339,126.5928357
283,보건진료소내 현관,대산면해룡보건진료소,"전라북도 고창군 대산면 해룡로 95, 해룡보건진료소",,,,35.31363766,126.5393985
284,면사무소 민원실,무장면사무소,전라북도 고창군 무장면 녹두로 8 무장면사무소,,,,35.41903441,126.5609874
285,무장파출소,무장파출소,전라북도 고창군 무장면 무장남북로 20-8 무장파출소,,,,35.41632679,126.561337
286,보건진료소내 현관,무장면강남보건진료소,"전라북도 고창군 무장면 석곡로 65, 강남보건진료소",,,,35.41242234,126.6035856
287,남극관경로당,남극관경로당,전라북도 고창군 무장면 성내길 5,,,,35.41738996,126.5586596
288,무장면 작은목욕탕,무장면작은목욕탕,"전라북도 고창군 무장면 영선길 8-1, 무장면작은목욕탕",,,,35.41447422,126.5599477
289,현관,무장면보건지소,전라북도 고창군 무장면 청보리로 1544,,,,35.41240211,126.5619821
290,체육문화센터 체육관,무장체육문화센터,전라북도 고창군 무장면 청보리로 1550 무장체육문화센터,,,,35.41275848,126.563425
291,현관,부안면보건지소,"전라북도 고창군 부안면 난산1길 17, 부안면보건지소",,,,35.51409069,126.6736555
292,부안파출소,부안파출소,전라북도 고창군 부안면 복분자로 873 부안파출소,,,,35.51333095,126.6710192
293,용현경로당,용현경로당,"전라북도 고창군 부안면 용현2길 4-3, 용현노인회관",,,,35.54262114,126.653646
294,부안면사무소,부안면사무소,전라북도 고창군 부안면 인촌로 1246 부안면사무소,,,,35.51416605,126.674093
295,보건진료소내 현관,부안면상암보건진료소,"전라북도 고창군 부안면 인촌로 534, 상암보건진료소",,,,35.55765066,126.6306148
296,부안면작은목욕탕,부안면작은목욕탕,전라북도 고창군 부안면 중흥서당촌길 34-17 작은목욕탕,,,,35.51395933,126.6697302
297,부안면 건강증진센터,부안면건강증진센터,"전라북도 고창군 부안면 중흥서당촌길 34-66, 부안면건강증진센터",,,,35.51469844,126.6697127
298,보건진료소내 운동실 앞,선운보건진료소,전라북도 고창군 부안면 질마재로 29-20,,,,35.53670431,126.6127547
299,상하면 작은목욕탕,상하면작은목욕탕,전라북도 고창군 상하면 명동2길 14,,,,35.44585215,126.4927228
300,상하경로제,상하경로제,"전라북도 고창군 상하면 명동2길 16, 경로제",,,,35.44579884,126.4924107
301,상하치안센터,상하치안센터,전라북도 고창군 상하면 상하로 84 상하치안센터,,,,35.44513152,126.4943462
302,면사무소 민원실,상하면사무소,전라북도 고창군 상하면 상하로 84-11 상하면사무소,,,,35.44513152,126.4943462
303,환자대기실,상하보건진료소,전라북도 고창군 상하면 상하로 86,,,,35.44538635,126.4945479
304,상하실내체육관,상하실내체육관,"전라북도 고창군 상하면 선운대로 810, 실내체육관",,,,35.44543535,126.4917486
305,현관,상하면장호보건진료소,"전라북도 고창군 상하면 용사길 5, 장호보건진료소",,,,35.47175223,126.4655
306,보건진료소내 현관,상하면자룡보건진료소,"전라북도 고창군 상하면 진암구시포로 344, 자룡보건진료소",,,,35.4381674,126.454429
307,보건진료소내 현관,성내면덕산보건진료소,"전라북도 고창군 성내면 근촌로 274-12, 덕산보건진료소",,,,35.56307911,126.7362537
308,성내 작은목욕탕,성내면작은목욕탕,전라북도 고창군 성내면 낙산로 433-9,,,,35.53796588,126.7409094
309,보건지소내 현관,성내보건지소,"전라북도 고창군 성내면 시기1길 43, 성내면보건지소",,,,35.53974111,126.7403817
310,성내치안센터,성내치안센터,전라북도 고창군 성내면 시기1길 76 성내치안센터,,,,35.5406993,126.743465
311,성내면시기남자경로당,시기남자경로당,"전라북도 고창군 성내면 시기2길 16, 성내경로당",,,,35.53839938,126.7425428
312,성내면사무소,성내면사무소,"전라북도 고창군 성내면 시기2길 6, 성내면사무소",,,,35.53801501,126.743362
313,보건진료소내 현관,성내면낙산보건진료소,"전라북도 고창군 성내면 은낙길 71, 낙산보건진료소",,,,35.52452244,126.7593165
314,현관,성송면관동보건진료소,"전라북도 고창군 성송면 관동로 234, 관동보건진료소",,,,35.41301906,126.6262447
315,보건지소 내,성송보건지소,"전라북도 고창군 성송면 대성로 763-4, 성송면보건지소",,,,35.36400639,126.6453799
316,성송체육회관 사무실,성송체육회관,전라북도 고창군 성송면 대성로 763-8 성송체육관,,,,35.36413412,126.6451073
317,성송 작은목욕탕,성송면작은목욕탕,"전라북도 고창군 성송면 대성로 763-8, 성송체육관",,,,35.36413412,126.6451073
318,성송면사무소,성송면사무소,"전라북도 고창군 성송면 대성로 770, 성송면사무소",,,,35.36437027,126.6466475
319,성송파출소,성송파출소,전라북도 고창군 성송면 대성로 777 성송파출소,,,,35.36501624,126.6459672
320,성송경로당,성송경로당,"전라북도 고창군 성송면 치동길 12-1, 성송면노인회",,,,35.36344608,126.6472738
321,현관,신림면가평보건진료소,"전라북도 고창군 신림면 가평로 478, 가평보건진료소",,,,35.47799358,126.7380571
322,본 건물 내 1층 중앙식권판매대 옆,고인돌휴게소(목포),"전라북도 고창군 신림면 서해안고속도로 81, 고창고인돌휴게소",,,,35.46848828,126.6737349
