"본부명","지사명","표준시설코드","시설명","대피소명","소재지","전화번호","수용가능인원"
"강원","홍천.춘천","4211010021","월송(서상)","서상1리마을회관","강원특별자치도 춘천시 서면 서상리","033-244-5618","61"
"강원","홍천.춘천","4211010021","월송(서상)","춘천시","강원특별자치도 춘천시 교동 ","033-250-3319",""
"강원","홍천.춘천","4211010021","월송(서상)","서상초등학교","강원특별자치도 춘천시 서면 서상리","033-244-2177","303"
"강원","홍천.춘천","4211010021","월송(서상)","월송1리마을회관","강원특별자치도 춘천시 서면 월송리","033-244-8966","45"
"강원","홍천.춘천","4211010021","월송(서상)","신매1리마을회관","강원특별자치도 춘천시 서면 신매리","033-244-2243","61"
"전남","광주","4679010051","장치","화순군청","전라남도 화순군 화순읍 훈리","061-379-3801",""
"전남","광주","4679010051","장치","강성1구마을회관","전라남도 화순군 이양면 강성리","061-373-2172","12"
"전남","광주","4679010051","장치","금능마을회관","전라남도 화순군 이양면 금능리","061-372-3320","26"
"전남","광주","4679010093","도암","도암중학교","전라남도 화순군 도암면 천태리","061-373-0586","200"
"전남","광주","4679010093","도암","천태초등학교","전라남도 화순군 도암면 천태리","061-373-0513","500"
"전남","광주","4679010093","도암","천태초등학교","전라남도 화순군 도암면 천태리","061-373-0513",""
"전남","광주","4679010093","도암","도암중학교","전라남도 화순군 도암면 원천리","061-373-0586",""
"전남","광주","4679010093","도암","도암중학교","전라남도 화순군 도암면 원천리","061-373-0585","200"
"경남","고성.통영.거제","4882010075","갈천","대흥초등학교","경상남도 고성군 대가면 유흥리","055-672-4205",""
"경남","고성.통영.거제","4882010075","갈천","대가면사무소","경상남도 고성군 대가면 암전리","055-670-3071",""
"경남","고성.통영.거제","4882010075","갈천","장전마을회관","경상남도 고성군 대가면","","25"
"경남","고성.통영.거제","4882010075","갈천","송계마을회관","경상남도 고성군 대가면","","23"
"경남","고성.통영.거제","4882010075","갈천","대가면 복지회관","경상남도 고성군 대가면 유흥리","",""
"경남","고성.통영.거제","4882010075","갈천","참전2마을회관","경상남도 고성군 대가면","","20"
"경남","고성.통영.거제","4882010075","갈천","참전1마을회관","경상남도 고성군 대가면","","29"
"경남","고성.통영.거제","4882010075","갈천","봉밭1마을회관","경상남도 고성군 대가면","","18"
"경남","고성.통영.거제","4882010075","갈천","봉밭2마을회관","경상남도 고성군 대가면","","25"
"경남","고성.통영.거제","4882010075","갈천","신전마을회관","경상남도 고성군 대가면 신전리","055-673-0514","100"
"전남","광주","4679010013","금전","화순군청","전라남도 화순군 화순읍 훈리","061-379-3801",""
"전남","광주","4679010013","금전","능주초등학교","전라남도 화순군 한천면 모산리","061-372-4586","390"
"전남","광주","4679010013","금전","능주중학교","전라남도 화순군 춘양면 부곡리","061-372-1191","180"
"전남","광주","4679010013","금전","금곡마을회관","전라남도 화순군 능주면 잠정리","061-373-7525","30"
"경기","강화.옹진","2871090004","난정","무학리마을회관","경기도 강화군 교동면 무학리","","20"
"경기","강화.옹진","2871090004","난정","교동중학교","경기도 강화군 교동면 대룡리","032-932-4026","40"
"경기","강화.옹진","2871090004","난정","난정초등학교","경기도 강화군 교동면 난정리","032-934-9377","70"
"경기","강화.옹진","2871090004","난정","교동초등학교","경기도 강화군 교동면 대룡리","032-932-4021","98"
"경기","강화.옹진","2871090004","난정","지석초등학교","경기도 강화군 교동면 삼선리","032-934-5643","100"
"전남","광주","4679010137","서성","도곡초등학교","전라남도 화순군 도곡면 천암리","061-372-4028","500"
"전남","광주","4679010137","서성","동면초등학교","전라남도 화순군 동면 장동리","061-372-8005","300"
"전남","광주","4679010137","서성","중앙교회","전라남도 화순군 능주면 석고리","061-372-1155","100"
"전남","광주","4679010137","서성","능주초등학교","전라남도 화순군 능주면 잠정리","061-372-4586",""
"전남","광주","4679010137","서성","도곡교회","전라남도 화순군 도곡면 효산리","061-372-4315","100"
"전남","광주","4679010137","서성","도곡초등학교","전라남도 화순군 도곡면 천암리","061-372-4028",""
"전남","광주","4679010137","서성","동면초등학교","전라남도 화순군 동면 장동리","061-372-8005",""
"전남","광주","4679010137","서성","화순군청","전라남도 화순군 화순읍 훈리","061-379-3801",""
"전남","광주","4679010137","서성","아산초등학교","전라남도 화순군 북면 이천리","061-372-5091","1500"
"전남","광주","4679010137","서성","중앙교회","전라남도 화순군 능주면 석고리","061-372-1155","100"
"전남","광주","4679010137","서성","도곡교회","전라남도 화순군 도곡면 효산리","061-372-4315","0"
"전남","광주","4679010137","서성","도곡초등학교","전라남도 화순군 도곡면 천암리","061-372-4028","500"
"전남","광주","4679010137","서성","동면초등학교","전라남도 화순군 동면 장동리","061-372-8005","300"
"전남","화순","4679010031","가동","춘양면복지회관","전라남도 화순군 춘양면 석정리","061-372-9468","468"
"경남","고성.통영.거제","4822010025","관덕","도산초등학교","경상남도 통영시 도산면 법송리","055-643-9008","100"
"경남","고성.통영.거제","4822010025","관덕","도산중학교","경상남도 통영시 도산면 법송리","055-646-4109","100"
"경남","고성.통영.거제","4822010025","관덕","도산면사무소","경상남도 통영시 도산면 법송리","055-650-3540","50"
"경남","고성.통영.거제","4822010025","관덕","도산면사무소","경상남도 통영시 도산면 법송리","055-650-3540",""
"경남","고성.통영.거제","4822010025","관덕","도산초등학교","경상남도 통영시 도산면 법송리","055-645-8252",""
"경남","고성.통영.거제","4822010025","관덕","광도초등학교","경상남도 통영시 광도면 노산리","055-641-6033",""
"전남","진도","4690090010","소포","석교초등학교용등분교","전라남도 진도군 임회면 백동리","061-543-4012","200"
"전남","진도","4690090010","소포","석교중학교","전라남도 진도군 임회면 석교리","061-543-3106","200"
"전남","진도","4690090010","소포","푸르미체험관","전라남도 진도군 지산면 길은리","061-543-2596","300"
"전남","진도","4690090010","소포","지산초등학교","전라남도 진도군 지산면 인지리","061-542-0014","300"
"전남","진도","4690090010","소포","석교고등학교","전라남도 진도군 임회면 석교리","061-543-3048","200"
"경북","칠곡","4715010054","남북","남면행복복지센터","경상북도 김천시 남면 옥산리","054-421-2068",""
"경남","고성.통영.거제","4831010044","거제","거제면사무소","경상남도 거제시 거제면 서상리","055-639-6004",""
"경북","경주","4713010115","성산","옥산초등학교","경상북도 경주시 안강읍 옥산리","054-762-5600","357"
"경북","경주","4713010115","성산","옥산초등학교","경상북도 경주시 안강읍 옥산리","054-762-5600","357"
"전남","광주","4679010098","안심","이서북초등학교","전라남도 화순군 이서면 영평리","061-372-9064","300"
"전남","광주","4679010098","안심","이서북초등학교","전라남도 화순군 이서면 영평리","061-372-9064","300"
"전남","광주","4679010098","안심","화순군청","전라남도 화순군 화순읍 훈리","061-379-3801",""
"경남","고성.통영.거제","4831010008","문동","상문동주민센터","경상남도 거제시 문동동","055-639-6018",""
"경남","고성.통영.거제","4831010008","문동","거제상동초등학교","경상남도 거제시","","500"
"경남","고성.통영.거제","4831010008","문동","거제고현초등학교","경상남도 거제시","055-638-4632","500"
"경북","달성","4785010034","하빈","달성경찰서","대구광역시 달성군 현풍읍","053-660-8250",""
"경북","달성","4785010034","하빈","달성소방서","대구광역시 달성군 현풍읍","053-670-5200",""
"경북","달성","4785010034","하빈","현내3리 마을회관","대구광역시 달성군","","16"
"경북","달성","4785010034","하빈","현내2리 마을회관","대구광역시 달성군","","20"
"경북","달성","4785010034","하빈","하빈초등학교","대구광역시 달성군 하빈면","053-235-1004","257"
"경남","사천","4824010011","남양","재난 안전 대책 본부","경상남도 사천시 용현면","055-211-4541",""
"경남","사천","4824010011","남양","대성초등학교","경상남도 사천시","055-833-2801",""
"경남","사천","4824010011","남양","남양초등학교","경상남도 사천시","055-834-3597","800"
"경북","칠곡","4785010097","금화","학림초등학교","경상북도 칠곡군 가산면 학하리","054-971-7075","462"
"경남","고성.통영.거제","4882010108","가천","청광마을회관","경상남도 고성군 개천면 청광리","",""
"경남","고성.통영.거제","4882010108","가천","구만초등학교","경상남도 고성군 구만면","","392"
"경남","고성.통영.거제","4882010108","가천","개천초등학교","경상남도 고성군 개천면","","433"
"경남","고성.통영.거제","4882010108","가천","영오초등학교","경상남도 고성군 영오면 영대리","055-672-9004","1000"
"경남","고성.통영.거제","4882010108","가천","고성군","경상남도 고성군 고성읍 성내리","055-670-2501",""
"경북","칠곡","2723010006","도남","대구북부소방서","대구광역시 북구 침산동","053-350-4700",""
"경북","칠곡","4785010089","동명","삼성병원","대구광역시 북구 읍내동","053-320-7215",""
"경남","고성.통영.거제","4882010152","삼덕","마암초등학교","경상남도 고성군 마암면","","395"
"경남","고성.통영.거제","4882010152","삼덕","회화중학교","경상남도 고성군 회화면","","1100"
"경남","고성.통영.거제","4882010152","삼덕","고성고등학교","경상남도 고성군 회화면","","1454"
