대피소명,소재지,전화번호,수용가능인원
해남군 재난대책본부,전라남도 해남군 해남읍,061-530-5923,
해남교육청,전라남도 해남군 해남읍 해리,061-530-1100,
계곡면사무소,전라남도 해남군 계곡면,061-531-3362,
해남소방서,전라남도 해남군,061-530-0831,
해남경찰서,전라남도 해남군,061-530-3258,
광주기상청,광주광역시 북구 운암동,062-720-0200,
해남교육지원청,전라남도 해남군 해남읍,061-530-1153,
전라남도 재난안전대책본부,전라남도 무안군 삼향읍,061-286-3722,
전남매일,광주광역시 북구 중흥동,061-533-5114,
사천시청,경상남도 사천시 용현면 덕곡리,055-831-3310,200
용현초등학교,경상남도 사천시 용현면,055-834-0006,300
사천시청,경상남도 사천시 용현면 덕곡리,055-831-2114,200
사천,경상남도 사천시 곤양면 송전리,,500
곤양중학교,경상남도 사천시 곤양면,,303
사천시청,경상남도 사천시 용현면 덕곡리,055-831-3312,
곤양초등학교,경상남도 사천시 곤양면 서정리,055-853-0024,1500
삼천포중앙여자중학교,경상남도 사천시,,1346
삼천포중앙고등학교,경상남도 사천시,,1156
용산초등학교,경상남도 고성군 하이면,,1433
거제고현중학교,경상남도 거제시 고현동,055-633-5411,
수월초등학교,경상남도 거제시 수월동,055-636-8313,500
거제 중앙고등학교,경상남도 거제시,055-632-8660,500
하일초등학교,경상남도 고성군 하일면,055-673-3386,500
하일면사무소,경상남도 고성군 하일면,055-670-5101,150
용산초등학교,경상남도 고성군 하이면 월흥리,055-933-2040,500
경상남도 청소년 수련원,경상남도 고성군 하이면 덕명리,055-933-0203,1500
거제상동초등학교,경상남도 거제시 상동동,055-730-9442,
고성군청,경상남도 고성군 고성읍 성내리,055-670-2114,
제산초등학교,경상남도 거제시,055-634-1062,500
거제중앙중학교,경상남도 거제시,055-637-8287,500
거제고현초등학교,경상남도 거제시 고현동,055-638-4632,
수월중학교,경상남도 거제시 수월동,055-639-7900,500
하이초등학교,경상남도 고성군 하이면 덕호리,,1000
고성여자중학교,경상남도 고성군 고성읍,,1375
칠성고등학교,경상남도 고성군 고성읍,,2181
고성군청,경상남도 고성군 고성읍 성내리,055-670-2114,
양화마을회관,경상남도 고성군 대가면 양화리,,150
학생수련관,경상남도 고성군 대가면 연지리,055-673-0514,1000
백병원,경상남도 거제시 상동동,0507-1498-0060,
사등면사무소,경상남도 거제시 사등면 성포리,055-639-6006,
양북면사무소,경상북도 경주시 양북면,,200
양북중학교,경상북도 경주시 양북면,,400
양북중학교,경상북도 경주시 양북면,054-746-4501,
경주교육지원청,경상북도 경주시,054-740-9192,
양북면사무소,경상북도 경주시 양북면,054-779-8156,
안강북부초교,경상북도 경주시 안강읍 육통리,054-761-3162,100
육통3리마을회관,경상북도 경주시 안강읍 육통리,054-761-8309,30
육통2리마을회관,경상북도 경주시 안강읍 육통리,054-761-7162,30
안강북부교회,경상북도 경주시 안강읍 양월리,054-761-4248,30
양월2리마을회관,경상북도 경주시 안강읍 양월리,054-761-2089,30
갑산1리마을회관,경상북도 경주시 안강읍 갑산리,054-761-0429,30
근계2리마을회관,경상북도 경주시 안강읍 근계리,054-762-6932,30
산대초교,경상북도 경주시 안강읍 산대리,054-761-0402,100
두류2리마을회관,경상북도 경주시 안강읍 두류리,054-762-5195,30
대흥사,경상북도 경주시 안강읍 옥산리,054-762-7800,100
고성음악고등학교,경상남도 고성군 하일면 학림리,055-672-4455,
내남초등학교,경상북도 경주시 내남면 화곡리,054-745-2044,300
경주학생예술체험장,경상북도 경주시,054-774-1301,150
대구MBC,대구광역시,053-740-9333,
통영시청,경상남도 통영시 무전동,055-646-2111,
광도 초등학교,경상남도 통영시 광도면 노산리,055-642-3016,
도선 새마을회관,경상남도 통영시 도산면 도선리,,50
원동 새마을회관,경상남도 통영시 도산면 원산리,,50
사계마을회관,경상남도 통영시 도산면 원산리,055-645-6877,
풍정경로당,경상남도 사천시 정동면 대곡리,055-853-2830,30
삼성경로당,경상남도 사천시 정동면 대곡리,,30
풍정경로당,경상남도 사천시 정동면 대곡리,055-853-2830,30
사천시청,경상남도 사천시 용현면 덕곡리,055-831-3312,
용현초등학교,경상남도 사천시 용현면 송지리,055-834-0006,100
용현면사무소,경상남도 사천시 용현면 송지리,055-831-5110,60
남양초등학교,경상남도 사천시 죽림동,055-835-9026,300
사천시청,경상남도 사천시 용현면 덕곡리,055-831-3110,200
의곡초등학교,경상북도 경주시,054-751-5022,230
경주마케팅고등학교,경상북도 경주시,054-751-5054,140
영오초등학교,경상남도 고성군 영오면 영대리,055-672-9004,
영현초등학교,경상남도 고성군 영현면,055-673-0008,
하이면 보건지소,경상남도 고성군 하이면 덕호리,055-670-4901,
봉현마을회관,경상남도 고성군 하이면,,17
두수마을회관,경상남도 고성군 하이면,,37
고성군청,경상남도 고성군 고성읍 성내리,055-670-2114,
하이초등학교,경상남도 고성군 하이면 덕호리,055-835-8897,1000
영현면사무소,경상남도 고성군 영현면 침점리,055-671-5301,
모량초등학교,경상북도 경주시 건천읍,054-748-1637,300
방내교회,경상북도 경주시 건천읍 방내리,054-751-0154,300
아화초등학교,경상북도 경주시 서면 아화리,054-751-2804,739
문화고등학교,경상북도 경주시 현곡면,070-7113-7531,400
계림고등학교,경상북도 경주시 현곡면,054-779-8256,400
하구 1리 회관,경상북도 경주시 현곡면 하구리,,50
현곡면사무소,경상북도 경주시 현곡면,054-779-8256,200
거제제일고등학교,경상남도 거제시 동부면,,2997
거제여자상업고등학교,경상남도 거제시 동부면,,2070
거제제일중학교,경상남도 거제시 동부면,,712
동부면사무소,경상남도 거제시 동부면 산양리,055-639-6002,
거제초등학교,경상남도 거제시 동부면,,1115
동부초등학교,경상남도 거제시 동부면 산양리,055-633-5644,1000
보문청소년수려원,경상북도 경주시 손곡동,054-749-5000,1000
천북면사무소,경상북도 경주시 천북면,054-779-8315,20
북부초등학교,경상북도 경주시 안강읍,054-761-3162,0
효자초등학교,경상북도 포항시 남구 효자동,054-275-1246,140
포철서초등학교,경상북도 포항시 남구 효자동,054-279-4765,600
포항공과대학교,경상북도 포항시 남구 효자동,054-279-2001,3000
연일초등학교,경상북도 포항시 남구 연일읍 생지리,054-285-4820,860
자명교회,경상북도 포항시 남구 연일읍 자명리,054-278-4775,50
위덕대학교,경상북도 경주시 강동면 유금리,054-760-1114,3000
경신공업(주) 경주공장,경상북도 경주시 강동면 오금리,054-760-3300,50
강동초교 왕신분교,경상북도 경주시 강동면 왕신리,054-762-4051,80
강동초등학교,경상북도 경주시 강동면 유금리,054-762-3264,240
양동초등학교,경상북도 경주시 강동면 양동리,05-762-2301,120
무릉농원,경상북도 경주시 안강읍 안강리,054-761-3239,50
안강중학교,경상북도 경주시 안강읍 안강리,054-761-2005,500
안강초등학교,경상북도 경주시 안강읍 안강리,054-761-2010,240
안강제일초등학교,경상북도 경주시 안강읍 양월리,054-760-4200,580
안강여자중학교,경상북도 경주시 안강읍 산대리,054-763-0300,400
(주)풍산 안강공장,경상북도 경주시 안강읍 산대리,054-760-6114,200
산대초등학교,경상북도 경주시 안강읍 산대리,054-761-0450,940
(주)원성,경상북도 경주시 안강읍 두류리,054-762-7614,50
옥산초등학교,경상북도 경주시 안강읍 옥산리,054-762-1598,120
봉무경로당,대구광역시 동구 봉무동,053-235-4747,40
칠곡경북대학교병원,대구광역시 북구,053-200-2101,24
대구카돌릭대학교병원,대구광역시 남구,053-650-4194,32
경북대학교병원,대구광역시 중구,053-200-5100,30
MBC대구문화방송,대구광역시 수성구,053-740-9500,
동부소방서,대구광역시 동구,053-601-4317,
소방안전본부,대구광역시 북구,053-350-4053,
경북대학교(제12체육관),대구광역시 북구 산격동,053-950-5114,2317
영남대학교병원,대구광역시 남구,053-620-3177,40
동부경찰서,대구광역시 동구,053-960-3352,
불로봉무동 행정복지센터,대구광역시 동구 봉무동,053-662-3823,
대구광역시청,대구광역시 중구 공평동,053-803-4119,
동구청,대구광역시 동구 신암동,053-662-3369,
영신초등학교,대구광역시 동구 봉무동,053-232-5900,1118
영신중학교,대구광역시 동구 봉무동,053-232-8500,781
영신고등학교,대구광역시 동구 봉무동,053-235-4700,1402
고흥군 재난안전대책본부,전라남도 고흥군 고흥읍,061-830-5119,
고흥군청,전라남도 고흥군,061-830-5846,
남양초등학교,전라남도 고흥군 남양면 대곡리,061-833-1178,300
수양동 주민센터,경상남도 거제시 양정동,,
상문동 주민센터,경상남도 거제시 상동동,055-639-6018,
거제양정초등학교,경상남도 거제시 양정동,055-638-0054,
남성마을회관,전라남도 고흥군 포두면,061-832-6351,
고흥군청,전라남도 고흥군,061-830-5848,
농공단지,경상북도 경주시 내남면 이조리,054-770-1810,200
삼성고등학교,경상북도 경주시 내남면 이조리,054-748-2730,200
내남면민회관,경상북도 경주시 내남면 이조리,054-748-3007,500
내남파출소,경상북도 경주시 내남면 용장리,054-745-9112,
삼성고등학교,경상북도 경주시 내남면 명계리,054-748-2730,200
농공공단,경상북도 경주시 내남면 명계리,054-770-1810,200
내남면민회관,경상북도 경주시 내남면 명계리,054-748-3007,500
유가읍행정복지센터,대구광역시 달성군 유가읍,053-668-5796,
지2리마을회관,대구광역시 달성군 현풍읍 지리,,
도의1리마을회관,대구광역시 달성군 유가읍 도의리,053-611-5885,
한국도로공사 경주영업소,경상북도 경주시,054-741-8800,
농공공단,경상북도 경주시 내남면,054-770-1810,100
삼성예술고등학교,경상북도 경주시 내남면 이조리,054-748-2047,300
내남농협,경상북도 경주시 내남면 박달리,054-748-2642,100
염산초등학교,전라남도 영광군 염산면 봉남리,061-352-9046,583
염산초등학교,전라남도 영광군 염산면 봉남리,,583
염산면사무소,전라남도 영광군 염산면 봉남리,061-350-5964,200
영광군청,전라남도 영광군 영광읍 무령리,061-350-5482,
불국중학교,경상북도 경주시 시래동,054-746-1758,314
하동마을회관,경상북도 경주시 하동,054-777-0644,50
구지중학교,대구광역시 달성군 구지면,053-233-9888,
신라초교,경상북도 경주시 탑정동,054-742-0771,400
오릉초등학교,경상북도 경주시 탑정동,054-772-3659,450
망월사,경상북도 경주시 탑정동,054-745-7579,30
경주직업전문학교,경상북도 경주시 선도동,054-742-8595,80
두대마을회관,경상북도 경주시 탑정동,054-748-4602,25
경주대학교,경상북도 경주시 선도동,054-770-5114,280
화천교회,경상북도 경주시 효현동,054-748-4304,30
고란마을회관,경상북도 경주시 선도동,054-748-8826,30
모량2리마을회관,경상북도 경주시 건천읍 모량리,054-748-4449,30
금척교회,경상북도 경주시 건천읍 금척리,054-751-0154,50
무산중고교,경상북도 경주시 건천읍 천포리,054-751-0021,200
건천초교,경상북도 경주시 건천읍 건천리,054-751-6289,500
화원초등학교,전라남도 해남군 화원면 청용리,061-532-0172,200
화원중고등학교,전라남도 해남군 화원면 신덕리,061-532-0294,400
화원보건지소,전라남도 해남군 화원면 금평리,061-532-0982,200
화원목장교회,전라남도 해남군 화원면 청용리,061-532-0035,80
화원면사무소,전라남도 해남군 화원면 금평리,061-530-5614,600
화원교회,전라남도 해남군 화원면 신덕리,061-535-3609,70
영호교회,전라남도 해남군 화원면 영호리,061-532-0318,80
에덴중앙교회,전라남도 해남군 화원면 마산리,061-536-7610,100
대서초등학교,전라남도 고흥군 대서면 금마리,061-834-6780,300
의곡초등학교,경상북도 경주시,054-751-5022,230
경주마케팅고등학교,경상북도 경주시,054-751-5054,140
신원1리 마을회관,경상북도 경주시 산내면 신원리,,40
